"id","chembl_id"
9288,"CHEMBL442573"
9289,"CHEMBL478799"
9293,"CHEMBL495472"
9297,"CHEMBL1933860"
9311,"CHEMBL226915"
9314,"CHEMBL515516"
9316,"CHEMBL526138"
9321,"CHEMBL505801"
9322,"CHEMBL1170899"
9328,"CHEMBL1974890"
9330,"CHEMBL458374"
9333,"CHEMBL2436605"
9335,"CHEMBL2386509"
9336,"CHEMBL331309"
9337,"CHEMBL345083"
9337,"CHEMBL567597"
9337,"CHEMBL77"
9340,"CHEMBL307261"
9340,"CHEMBL600715"
9341,"CHEMBL1967249"
9341,"CHEMBL3039774"
9341,"CHEMBL361497"
9362,"CHEMBL270060"
9363,"CHEMBL401149"
9365,"CHEMBL115843"
9365,"CHEMBL1730820"
9375,"CHEMBL2171207"
9375,"CHEMBL3120647"
9378,"CHEMBL2269083"
9378,"CHEMBL3120657"
9389,"CHEMBL1422299"
9389,"CHEMBL3109298"
9394,"CHEMBL2001800"
9398,"CHEMBL3787024"
9399,"CHEMBL1623724"
9403,"CHEMBL505813"
9404,"CHEMBL113997"
9410,"CHEMBL1933703"
9414,"CHEMBL3186909"
9420,"CHEMBL1952259"
9425,"CHEMBL30940"
9429,"CHEMBL136356"
9429,"CHEMBL8831"
9435,"CHEMBL499142"
9435,"CHEMBL512374"
9447,"CHEMBL1572153"
9447,"CHEMBL19980"
9458,"CHEMBL21533"
9468,"CHEMBL498972"
9469,"CHEMBL3188160"
9472,"CHEMBL3139037"
9475,"CHEMBL409642"
9478,"CHEMBL510962"
9479,"CHEMBL1989132"
9483,"CHEMBL362672"
9484,"CHEMBL1358724"
9484,"CHEMBL227075"
9489,"CHEMBL1518673"
9492,"CHEMBL227128"
9494,"CHEMBL2261307"
9503,"CHEMBL513280"
9510,"CHEMBL1078969"
9512,"CHEMBL1728959"
9512,"CHEMBL3527498"
9514,"CHEMBL464458"
9516,"CHEMBL2262648"
9519,"CHEMBL2229106"
9520,"CHEMBL158019"
9523,"CHEMBL1197031"
9524,"CHEMBL249464"
9527,"CHEMBL2262636"
9528,"CHEMBL14122"
9529,"CHEMBL440524"
9530,"CHEMBL1195032"
9530,"CHEMBL416732"
9531,"CHEMBL1736717"
9531,"CHEMBL494249"
9532,"CHEMBL461611"
9533,"CHEMBL47969"
9535,"CHEMBL3577241"
9538,"CHEMBL1410743"
9541,"CHEMBL20692"
9546,"CHEMBL1614"
9549,"CHEMBL3545057"
9550,"CHEMBL1180201"
9550,"CHEMBL12587"
9550,"CHEMBL404094"
9552,"CHEMBL273741"
9552,"CHEMBL469449"
9557,"CHEMBL448458"
9558,"CHEMBL442944"
9559,"CHEMBL502885"
9560,"CHEMBL443461"
9569,"CHEMBL504873"
9571,"CHEMBL402471"
9572,"CHEMBL510209"
9573,"CHEMBL449440"
9582,"CHEMBL511016"
9590,"CHEMBL510095"
9593,"CHEMBL3357159"
9593,"CHEMBL505747"
9599,"CHEMBL2088616"
9600,"CHEMBL426381"
9604,"CHEMBL1970019"
9604,"CHEMBL451532"
9608,"CHEMBL1685070"
9609,"CHEMBL509866"
9613,"CHEMBL540943"
9615,"CHEMBL538919"
9617,"CHEMBL1910840"
9619,"CHEMBL1171452"
9621,"CHEMBL509910"
9623,"CHEMBL507957"
9624,"CHEMBL1269324"
9625,"CHEMBL450226"
9628,"CHEMBL1641859"
9630,"CHEMBL1641860"
9632,"CHEMBL1641861"
9633,"CHEMBL1641866"
9634,"CHEMBL1641869"
9635,"CHEMBL1641862"
9650,"CHEMBL451529"
9651,"CHEMBL445174"
9652,"CHEMBL451064"
9653,"CHEMBL505479"
9654,"CHEMBL444815"
9656,"CHEMBL502407"
9657,"CHEMBL1980760"
9657,"CHEMBL447565"
9662,"CHEMBL449171"
9663,"CHEMBL505924"
9664,"CHEMBL509030"
9665,"CHEMBL444478"
9669,"CHEMBL393090"
9669,"CHEMBL510539"
9670,"CHEMBL393292"
9671,"CHEMBL449150"
9672,"CHEMBL455827"
9673,"CHEMBL448999"
9676,"CHEMBL451273"
9680,"CHEMBL444740"
9692,"CHEMBL499824"
9694,"CHEMBL507493"
9698,"CHEMBL395990"
9700,"CHEMBL1314522"
9700,"CHEMBL486017"
9705,"CHEMBL222863"
9707,"CHEMBL3613719"
9708,"CHEMBL2144305"
9708,"CHEMBL3613729"
9712,"CHEMBL1651648"
9716,"CHEMBL2419855"
9721,"CHEMBL399336"
9722,"CHEMBL1169677"
9730,"CHEMBL3357156"
9732,"CHEMBL504224"
9736,"CHEMBL457170"
9738,"CHEMBL508651"
9742,"CHEMBL226335"
9742,"CHEMBL32579"
9742,"CHEMBL3735346"
9743,"CHEMBL446488"
9744,"CHEMBL444468"
9746,"CHEMBL474659"
9747,"CHEMBL1419228"
9747,"CHEMBL498879"
9747,"CHEMBL79790"
9748,"CHEMBL1454324"
9750,"CHEMBL3143891"
9751,"CHEMBL3182320"
9753,"CHEMBL2165586"
9754,"CHEMBL3185240"
9754,"CHEMBL446246"
9755,"CHEMBL454778"
9756,"CHEMBL2227762"
9761,"CHEMBL1728934"
9765,"CHEMBL1599224"
9765,"CHEMBL3109439"
9765,"CHEMBL454576"
9766,"CHEMBL2152656"
9767,"CHEMBL2262641"
9772,"CHEMBL240528"
9772,"CHEMBL515798"
9774,"CHEMBL503913"
9776,"CHEMBL470048"
9784,"CHEMBL519761"
9791,"CHEMBL1289337"
9801,"CHEMBL516559"
9802,"CHEMBL477538"
9806,"CHEMBL69235"
9808,"CHEMBL479698"
9808,"CHEMBL481656"
9809,"CHEMBL1992587"
9810,"CHEMBL1969622"
9811,"CHEMBL452639"
9819,"CHEMBL3188615"
9829,"CHEMBL334946"
9829,"CHEMBL336955"
9830,"CHEMBL192847"
9831,"CHEMBL458761"
9832,"CHEMBL457086"
9833,"CHEMBL479107"
9834,"CHEMBL459022"
9835,"CHEMBL517514"
9836,"CHEMBL1765413"
9843,"CHEMBL454319"
9845,"CHEMBL305522"
9845,"CHEMBL400128"
9846,"CHEMBL466169"
9847,"CHEMBL1324067"
9848,"CHEMBL1443379"
9850,"CHEMBL500589"
9851,"CHEMBL1812644"
9856,"CHEMBL3402553"
9860,"CHEMBL500473"
9860,"CHEMBL509354"
9862,"CHEMBL1468714"
9862,"CHEMBL1610853"
9862,"CHEMBL3596578"
9862,"CHEMBL71951"
9864,"CHEMBL71876"
9866,"CHEMBL1875956"
9866,"CHEMBL507233"
9867,"CHEMBL1378488"
9867,"CHEMBL2376509"
9867,"CHEMBL3577347"
9870,"CHEMBL1302068"
9871,"CHEMBL467819"
9872,"CHEMBL454838"
9875,"CHEMBL516983"
9876,"CHEMBL462459"
9878,"CHEMBL2006033"
9881,"CHEMBL400347"
9882,"CHEMBL510691"
9885,"CHEMBL1992486"
9886,"CHEMBL2380798"
9888,"CHEMBL516684"
9890,"CHEMBL1970646"
9891,"CHEMBL2002967"
9892,"CHEMBL463970"
9893,"CHEMBL1986697"
9894,"CHEMBL463123"
9896,"CHEMBL518194"
9899,"CHEMBL458844"
9902,"CHEMBL1813872"
9903,"CHEMBL3291074"
9907,"CHEMBL2269162"
9909,"CHEMBL2059291"
9910,"CHEMBL2059289"
9911,"CHEMBL457257"
9917,"CHEMBL1813868"
9921,"CHEMBL3186295"
9922,"CHEMBL1795991"
9925,"CHEMBL52416"
9925,"CHEMBL55941"
9926,"CHEMBL2268552"
9943,"CHEMBL3184315"
9945,"CHEMBL519971"
9946,"CHEMBL521162"
9950,"CHEMBL251236"
9954,"CHEMBL402063"
9954,"CHEMBL410683"
9957,"CHEMBL1255901"
9957,"CHEMBL3184073"
9957,"CHEMBL394259"
9957,"CHEMBL395280"
9959,"CHEMBL523911"
9962,"CHEMBL470059"
9965,"CHEMBL1985054"
9968,"CHEMBL496894"
9974,"CHEMBL498733"
9976,"CHEMBL477697"
9977,"CHEMBL285671"
9978,"CHEMBL486306"
9979,"CHEMBL473094"
10002,"CHEMBL3733030"
10004,"CHEMBL501291"
10005,"CHEMBL480472"
10009,"CHEMBL1213528"
10009,"CHEMBL3185203"
10015,"CHEMBL250212"
10017,"CHEMBL557962"
10018,"CHEMBL1084610"
10018,"CHEMBL2335715"
10019,"CHEMBL454017"
10021,"CHEMBL1576086"
10022,"CHEMBL464638"
10023,"CHEMBL463345"
10024,"CHEMBL1086445"
10034,"CHEMBL3184536"
10034,"CHEMBL487603"
10035,"CHEMBL506013"
10036,"CHEMBL170365"
10040,"CHEMBL411"
10041,"CHEMBL83"
10042,"CHEMBL456"
10050,"CHEMBL192809"
10053,"CHEMBL524079"
10060,"CHEMBL459622"
10062,"CHEMBL1506228"
10067,"CHEMBL480492"
10074,"CHEMBL3245312"
10077,"CHEMBL3183973"
10079,"CHEMBL3186660"
10087,"CHEMBL8951"
10088,"CHEMBL465655"
10103,"CHEMBL518205"
10122,"CHEMBL1605835"
10131,"CHEMBL193446"
10133,"CHEMBL1214461"
10134,"CHEMBL1214455"
10135,"CHEMBL142735"
10138,"CHEMBL3188231"
10145,"CHEMBL1728992"
10148,"CHEMBL3183871"
10149,"CHEMBL2269683"
10150,"CHEMBL444177"
10161,"CHEMBL15849"
10166,"CHEMBL2287316"
10168,"CHEMBL463441"
10170,"CHEMBL453764"
10171,"CHEMBL505862"
10173,"CHEMBL520853"
10178,"CHEMBL2104448"
10179,"CHEMBL1980182"
10180,"CHEMBL1650039"
10182,"CHEMBL1650038"
10183,"CHEMBL464659"
10184,"CHEMBL470550"
10185,"CHEMBL459192"
10187,"CHEMBL456075"
10188,"CHEMBL470761"
10189,"CHEMBL1813863"
10197,"CHEMBL511832"
10198,"CHEMBL2312454"
10199,"CHEMBL1277774"
10204,"CHEMBL451993"
10206,"CHEMBL3182903"
10214,"CHEMBL560565"
10215,"CHEMBL541700"
10216,"CHEMBL1233584"
10216,"CHEMBL1867019"
10221,"CHEMBL408403"
10222,"CHEMBL408626"
10224,"CHEMBL525634"
10230,"CHEMBL1160012"
10230,"CHEMBL1162482"
10230,"CHEMBL1162483"
10232,"CHEMBL480464"
10234,"CHEMBL454256"
10235,"CHEMBL1233584"
10235,"CHEMBL56053"
10238,"CHEMBL1957467"
10239,"CHEMBL1717878"
10248,"CHEMBL500232"
10254,"CHEMBL2270060"
10255,"CHEMBL357767"
10256,"CHEMBL482583"
10263,"CHEMBL449978"
10274,"CHEMBL495852"
10282,"CHEMBL294955"
10283,"CHEMBL451923"
10284,"CHEMBL3186956"
10285,"CHEMBL3593576"
10286,"CHEMBL45462"
10288,"CHEMBL29398"
10289,"CHEMBL94514"
10290,"CHEMBL1835954"
10300,"CHEMBL487783"
10301,"CHEMBL2376389"
10302,"CHEMBL455107"
10303,"CHEMBL307549"
10304,"CHEMBL3797863"
10308,"CHEMBL400247"
10313,"CHEMBL447731"
10316,"CHEMBL184290"
10326,"CHEMBL238597"
10327,"CHEMBL254780"
10331,"CHEMBL455367"
10332,"CHEMBL1221672"
10336,"CHEMBL487767"
10337,"CHEMBL221543"
10338,"CHEMBL3799667"
10340,"CHEMBL2298951"
10341,"CHEMBL197711"
10341,"CHEMBL506678"
10342,"CHEMBL252365"
10343,"CHEMBL221542"
10345,"CHEMBL66926"
10348,"CHEMBL252364"
10356,"CHEMBL1230782"
10356,"CHEMBL55242"
10357,"CHEMBL1221577"
10359,"CHEMBL1221414"
10360,"CHEMBL1221624"
10361,"CHEMBL14021"
10364,"CHEMBL467414"
10365,"CHEMBL2269086"
10366,"CHEMBL47100"
10370,"CHEMBL1397202"
10371,"CHEMBL1230782"
10371,"CHEMBL553426"
10378,"CHEMBL1314943"
10379,"CHEMBL273862"
10381,"CHEMBL522112"
10381,"CHEMBL91945"
10382,"CHEMBL276820"
10386,"CHEMBL22969"
10387,"CHEMBL1740907"
10387,"CHEMBL90555"
10391,"CHEMBL2001832"
10395,"CHEMBL2011514"
10405,"CHEMBL2087160"
10407,"CHEMBL149223"
10413,"CHEMBL2163793"
10416,"CHEMBL478744"
10418,"CHEMBL525557"
10430,"CHEMBL521126"
10432,"CHEMBL482671"
10433,"CHEMBL482474"
10435,"CHEMBL482672"
10436,"CHEMBL495647"
10442,"CHEMBL1317235"
10442,"CHEMBL479493"
10442,"CHEMBL517375"
10447,"CHEMBL2087161"
10454,"CHEMBL192458"
10457,"CHEMBL1882821"
10459,"CHEMBL1480853"
10461,"CHEMBL1436416"
10461,"CHEMBL2355802"
10462,"CHEMBL428695"
10462,"CHEMBL585986"
10463,"CHEMBL1909424"
10463,"CHEMBL480521"
10465,"CHEMBL61630"
10470,"CHEMBL107364"
10471,"CHEMBL327134"
10475,"CHEMBL535307"
10476,"CHEMBL255708"
10477,"CHEMBL1325269"
10479,"CHEMBL160"
10479,"CHEMBL386389"
10481,"CHEMBL523430"
10482,"CHEMBL476885"
10486,"CHEMBL2270062"
10496,"CHEMBL255273"
10497,"CHEMBL115668"
10503,"CHEMBL2269080"
10504,"CHEMBL256368"
10506,"CHEMBL2251602"
10508,"CHEMBL184827"
10508,"CHEMBL2139332"
10508,"CHEMBL2272534"
10508,"CHEMBL461150"
10509,"CHEMBL449572"
10510,"CHEMBL2272539"
10513,"CHEMBL486880"
10514,"CHEMBL460026"
10515,"CHEMBL484430"
10518,"CHEMBL1172198"
10519,"CHEMBL504351"
10523,"CHEMBL3560296"
10523,"CHEMBL8739"
10526,"CHEMBL453991"
10535,"CHEMBL3186514"
10538,"CHEMBL3184730"
10539,"CHEMBL2251452"
10539,"CHEMBL3184538"
10540,"CHEMBL2251454"
10541,"CHEMBL2152486"
10541,"CHEMBL3609350"
10542,"CHEMBL2269088"
10543,"CHEMBL2251722"
10544,"CHEMBL275626"
10547,"CHEMBL134702"
10567,"CHEMBL291819"
10579,"CHEMBL1077019"
10590,"CHEMBL77236"
10591,"CHEMBL15859"
10595,"CHEMBL475879"
10596,"CHEMBL510107"
10597,"CHEMBL475676"
10599,"CHEMBL44800"
10601,"CHEMBL3187344"
10602,"CHEMBL3187370"
10603,"CHEMBL3185221"
10606,"CHEMBL3183179"
10614,"CHEMBL563012"
10615,"CHEMBL514284"
10620,"CHEMBL213124"
10628,"CHEMBL453876"
10630,"CHEMBL471480"
10637,"CHEMBL214690"
10639,"CHEMBL193524"
10646,"CHEMBL45345"
10647,"CHEMBL30909"
10652,"CHEMBL3184526"
10654,"CHEMBL2144731"
10654,"CHEMBL447"
10655,"CHEMBL2270061"
10656,"CHEMBL31377"
10664,"CHEMBL1569610"
10665,"CHEMBL45065"
10677,"CHEMBL3182272"
10679,"CHEMBL109"
10683,"CHEMBL481474"
10685,"CHEMBL14227"
10686,"CHEMBL458263"
10687,"CHEMBL2270634"
10688,"CHEMBL140367"
10689,"CHEMBL46678"
10693,"CHEMBL1092811"
10695,"CHEMBL55612"
10700,"CHEMBL365316"
10709,"CHEMBL295337"
10712,"CHEMBL3181995"
10716,"CHEMBL499010"
10716,"CHEMBL499542"
10716,"CHEMBL513448"
10717,"CHEMBL2047346"
10718,"CHEMBL481246"
10719,"CHEMBL482223"
10722,"CHEMBL1765390"
10722,"CHEMBL249592"
10736,"CHEMBL2228570"
10738,"CHEMBL464639"
10739,"CHEMBL470555"
10745,"CHEMBL2228463"
10746,"CHEMBL2251453"
10748,"CHEMBL1478334"
10749,"CHEMBL16102"
10756,"CHEMBL3185048"
10760,"CHEMBL47483"
10768,"CHEMBL372105"
10773,"CHEMBL1797267"
10776,"CHEMBL1789229"
10777,"CHEMBL409855"
10778,"CHEMBL516093"
10784,"CHEMBL45425"
10785,"CHEMBL1162486"
10788,"CHEMBL31637"
10789,"CHEMBL1414950"
10790,"CHEMBL1242017"
10790,"CHEMBL402794"
10793,"CHEMBL431210"
10796,"CHEMBL268736"
10797,"CHEMBL460494"
10801,"CHEMBL482600"
10803,"CHEMBL2104321"
10805,"CHEMBL458475"
10806,"CHEMBL519474"
10809,"CHEMBL2304257"
10810,"CHEMBL3581924"
10812,"CHEMBL3559967"
10815,"CHEMBL192820"
10817,"CHEMBL455439"
10820,"CHEMBL2288883"
10822,"CHEMBL2165230"
10823,"CHEMBL2252753"
10826,"CHEMBL248594"
10826,"CHEMBL249818"
10826,"CHEMBL250205"
10827,"CHEMBL1548726"
10839,"CHEMBL454759"
10847,"CHEMBL456732"
10849,"CHEMBL2296067"
10851,"CHEMBL3185124"
10855,"CHEMBL1795548"
10864,"CHEMBL1902454"
10866,"CHEMBL2228464"
10869,"CHEMBL18602"
10870,"CHEMBL15939"
10874,"CHEMBL1812856"
10875,"CHEMBL3186486"
10879,"CHEMBL2269087"
10881,"CHEMBL2071439"
10888,"CHEMBL290758"
10890,"CHEMBL1479301"
10894,"CHEMBL306601"
10902,"CHEMBL3798224"
10905,"CHEMBL2229585"
10908,"CHEMBL3187552"
10919,"CHEMBL18893"
10921,"CHEMBL1789306"
10926,"CHEMBL123693"
10927,"CHEMBL449522"
10935,"CHEMBL3186950"
10936,"CHEMBL1523958"
10937,"CHEMBL14184"
10939,"CHEMBL454673"
10940,"CHEMBL1230177"
10940,"CHEMBL3183573"
10942,"CHEMBL548"
10945,"CHEMBL487998"
10946,"CHEMBL402978"
10947,"CHEMBL2069329"
10953,"CHEMBL451919"
10955,"CHEMBL3183509"
10956,"CHEMBL1530328"
10958,"CHEMBL1984261"
10958,"CHEMBL1991946"
10959,"CHEMBL191935"
10960,"CHEMBL3182189"
10961,"CHEMBL476333"
10968,"CHEMBL25948"
10971,"CHEMBL2205104"
10972,"CHEMBL271242"
10973,"CHEMBL487081"
10974,"CHEMBL444960"
10978,"CHEMBL1911631"
10980,"CHEMBL443949"
10981,"CHEMBL2004275"
10982,"CHEMBL1093743"
10983,"CHEMBL448058"
10984,"CHEMBL3183304"
10985,"CHEMBL1903868"
10989,"CHEMBL464982"
10991,"CHEMBL465183"
10998,"CHEMBL3183866"
11002,"CHEMBL2106238"
11003,"CHEMBL3343985"
11004,"CHEMBL188186"
11004,"CHEMBL188361"
11007,"CHEMBL2375782"
11008,"CHEMBL267476"
11011,"CHEMBL1917277"
11013,"CHEMBL464983"
11022,"CHEMBL506324"
11030,"CHEMBL2228465"
11032,"CHEMBL280331"
11033,"CHEMBL134658"
11042,"CHEMBL480491"
11046,"CHEMBL3184220"
11047,"CHEMBL2268885"
11050,"CHEMBL18549"
11058,"CHEMBL3183262"
11060,"CHEMBL238502"
11062,"CHEMBL320358"
11063,"CHEMBL2271639"
11065,"CHEMBL3183150"
11067,"CHEMBL3186422"
11068,"CHEMBL499780"
11071,"CHEMBL453405"
11076,"CHEMBL365740"
11077,"CHEMBL1376677"
11082,"CHEMBL450072"
11092,"CHEMBL3182018"
11092,"CHEMBL453509"
11097,"CHEMBL1236642"
11098,"CHEMBL461167"
11099,"CHEMBL463915"
11101,"CHEMBL470556"
11102,"CHEMBL221899"
11104,"CHEMBL470263"
11105,"CHEMBL277156"
11105,"CHEMBL445177"
11107,"CHEMBL2228466"
11108,"CHEMBL18104"
11109,"CHEMBL134886"
11117,"CHEMBL2071440"
11121,"CHEMBL3183908"
11125,"CHEMBL1570482"
11128,"CHEMBL3182596"
11130,"CHEMBL96926"
11132,"CHEMBL2228473"
11134,"CHEMBL454517"
11140,"CHEMBL324846"
11143,"CHEMBL458590"
11145,"CHEMBL449255"
11147,"CHEMBL1095671"
11151,"CHEMBL463476"
11152,"CHEMBL195827"
11159,"CHEMBL25893"
11162,"CHEMBL1094112"
11163,"CHEMBL463219"
11164,"CHEMBL426912"
11166,"CHEMBL507518"
11167,"CHEMBL368712"
11177,"CHEMBL2228372"
11178,"CHEMBL18407"
11179,"CHEMBL335900"
11186,"CHEMBL75124"
11188,"CHEMBL3187336"
11189,"CHEMBL2041316"
11189,"CHEMBL47127"
11193,"CHEMBL46477"
11199,"CHEMBL3560208"
11200,"CHEMBL108436"
11210,"CHEMBL3677268"
11212,"CHEMBL1269378"
11212,"CHEMBL195215"
11214,"CHEMBL3187990"
11217,"CHEMBL2288885"
11218,"CHEMBL451328"
11226,"CHEMBL465725"
11227,"CHEMBL3182200"
11229,"CHEMBL2106289"
11233,"CHEMBL428593"
11235,"CHEMBL3183174"
11236,"CHEMBL15927"
11237,"CHEMBL460657"
11237,"CHEMBL8659"
11238,"CHEMBL486981"
11239,"CHEMBL190707"
11247,"CHEMBL1173380"
11250,"CHEMBL2105350"
11251,"CHEMBL476715"
11252,"CHEMBL479333"
11253,"CHEMBL2228376"
11254,"CHEMBL134537"
11261,"CHEMBL443876"
11262,"CHEMBL1922860"
11266,"CHEMBL3184590"
11268,"CHEMBL2137647"
11270,"CHEMBL3586010"
11271,"CHEMBL2375785"
11276,"CHEMBL3184829"
11278,"CHEMBL485848"
11286,"CHEMBL1236582"
11296,"CHEMBL107498"
11297,"CHEMBL549472"
11298,"CHEMBL1233457"
11300,"CHEMBL1922859"
11309,"CHEMBL24226"
11311,"CHEMBL452912"
11314,"CHEMBL502052"
11317,"CHEMBL2228452"
11321,"CHEMBL2228377"
11322,"CHEMBL132474"
11325,"CHEMBL2397332"
11329,"CHEMBL2228472"
11338,"CHEMBL108030"
11341,"CHEMBL448616"
11345,"CHEMBL447889"
11346,"CHEMBL110333"
11346,"CHEMBL448258"
11346,"CHEMBL606053"
11347,"CHEMBL503360"
11348,"CHEMBL2228642"
11349,"CHEMBL484529"
11352,"CHEMBL1872885"
11354,"CHEMBL1995395"
11360,"CHEMBL2228469"
11361,"CHEMBL1236576"
11362,"CHEMBL30959"
11367,"CHEMBL1894365"
11368,"CHEMBL420797"
11369,"CHEMBL2375781"
11372,"CHEMBL3187842"
11390,"CHEMBL480097"
11396,"CHEMBL108766"
11400,"CHEMBL221137"
11401,"CHEMBL471270"
11402,"CHEMBL463108"
11404,"CHEMBL473660"
11405,"CHEMBL481464"
11406,"CHEMBL453891"
11407,"CHEMBL463308"
11408,"CHEMBL469433"
11410,"CHEMBL3186542"
11412,"CHEMBL24703"
11418,"CHEMBL3139878"
11421,"CHEMBL2228373"
11422,"CHEMBL3184907"
11423,"CHEMBL135694"
11432,"CHEMBL449586"
11434,"CHEMBL107874"
11436,"CHEMBL504712"
11436,"CHEMBL509118"
11437,"CHEMBL450107"
11439,"CHEMBL451655"
11440,"CHEMBL447767"
11440,"CHEMBL451539"
11441,"CHEMBL451359"
11441,"CHEMBL500444"
11442,"CHEMBL450529"
11444,"CHEMBL452632"
11444,"CHEMBL504409"
11446,"CHEMBL108962"
11447,"CHEMBL1992986"
11447,"CHEMBL457276"
11447,"CHEMBL476498"
11448,"CHEMBL445024"
11449,"CHEMBL443714"
11450,"CHEMBL508217"
11451,"CHEMBL110441"
11451,"CHEMBL110442"
11452,"CHEMBL81089"
11453,"CHEMBL64008"
11454,"CHEMBL1892257"
11458,"CHEMBL447154"
11461,"CHEMBL2228568"
11462,"CHEMBL135488"
11465,"CHEMBL207549"
11466,"CHEMBL207602"
11467,"CHEMBL279115"
11469,"CHEMBL207555"
11471,"CHEMBL448115"
11472,"CHEMBL1235508"
11481,"CHEMBL3273567"
11486,"CHEMBL88158"
11487,"CHEMBL111077"
11490,"CHEMBL462801"
11495,"CHEMBL490329"
11497,"CHEMBL449423"
11497,"CHEMBL490165"
11502,"CHEMBL256217"
11508,"CHEMBL1894305"
11509,"CHEMBL2228569"
11510,"CHEMBL1234557"
11514,"CHEMBL1900809"
11519,"CHEMBL446956"
11520,"CHEMBL460025"
11525,"CHEMBL452581"
11526,"CHEMBL448532"
11527,"CHEMBL504169"
11529,"CHEMBL1606644"
11530,"CHEMBL448093"
11531,"CHEMBL3182381"
11537,"CHEMBL134994"
11539,"CHEMBL1952291"
11541,"CHEMBL460314"
11544,"CHEMBL335125"
11545,"CHEMBL139055"
11546,"CHEMBL1317070"
11548,"CHEMBL2359253"
11551,"CHEMBL455449"
11555,"CHEMBL3561042"
11556,"CHEMBL87852"
11558,"CHEMBL2002154"
11560,"CHEMBL1078140"
11561,"CHEMBL2074860"
11563,"CHEMBL450760"
11612,"CHEMBL1269238"
11635,"CHEMBL3273575"
11637,"CHEMBL32605"
11638,"CHEMBL82293"
11644,"CHEMBL2347638"
11647,"CHEMBL1235338"
11648,"CHEMBL3185332"
11654,"CHEMBL78764"
11655,"CHEMBL3273576"
11658,"CHEMBL1172910"
11661,"CHEMBL3187417"
11667,"CHEMBL1871991"
11678,"CHEMBL255696"
11696,"CHEMBL88311"
11697,"CHEMBL46403"
11705,"CHEMBL1329983"
11711,"CHEMBL1169674"
11717,"CHEMBL461612"
11719,"CHEMBL461613"
11726,"CHEMBL1173381"
11731,"CHEMBL1172909"
11735,"CHEMBL466170"
11741,"CHEMBL1173474"
11742,"CHEMBL336634"
11747,"CHEMBL1173462"
11754,"CHEMBL1173620"
11764,"CHEMBL464787"
11782,"CHEMBL2261064"
11784,"CHEMBL428955"
11790,"CHEMBL1482375"
11794,"CHEMBL257490"
11797,"CHEMBL1917282"
11818,"CHEMBL1079147"
11824,"CHEMBL1951714"
11859,"CHEMBL14464"
11859,"CHEMBL1481114"
11859,"CHEMBL1609656"
11862,"CHEMBL1200453"
11866,"CHEMBL1933863"
11869,"CHEMBL105867"
11869,"CHEMBL135464"
11869,"CHEMBL224877"
11869,"CHEMBL3323171"
11869,"CHEMBL35292"
11869,"CHEMBL444463"
11885,"CHEMBL451717"
11886,"CHEMBL3588938"
11902,"CHEMBL3187568"
11906,"CHEMBL24640"
11908,"CHEMBL471797"
11914,"CHEMBL3181944"
11923,"CHEMBL278989"
11936,"CHEMBL706"
11939,"CHEMBL137354"
11941,"CHEMBL142186"
11957,"CHEMBL1183605"
11961,"CHEMBL26561"
11971,"CHEMBL1643844"
11972,"CHEMBL98610"
11974,"CHEMBL34689"
11975,"CHEMBL33778"
11976,"CHEMBL24022"
11977,"CHEMBL2228462"
11989,"CHEMBL538217"
12001,"CHEMBL236036"
12017,"CHEMBL24832"
12018,"CHEMBL2228461"
12022,"CHEMBL498345"
12030,"CHEMBL2227775"
12040,"CHEMBL1643843"
12043,"CHEMBL476921"
12044,"CHEMBL24722"
12045,"CHEMBL1903701"
12046,"CHEMBL2228460"
12053,"CHEMBL67945"
12055,"CHEMBL509876"
12062,"CHEMBL110183"
12063,"CHEMBL1182210"
12085,"CHEMBL450241"
12087,"CHEMBL487910"
12092,"CHEMBL455650"
12093,"CHEMBL501337"
12099,"CHEMBL444525"
12101,"CHEMBL2228459"
12119,"CHEMBL2042447"
12122,"CHEMBL25363"
12125,"CHEMBL2228458"
12126,"CHEMBL1213555"
12134,"CHEMBL142918"
12134,"CHEMBL453675"
12136,"CHEMBL1933125"
12139,"CHEMBL1996175"
12139,"CHEMBL65635"
12145,"CHEMBL41177"
12149,"CHEMBL453496"
12150,"CHEMBL145449"
12151,"CHEMBL281475"
12151,"CHEMBL61332"
12153,"CHEMBL2007510"
12160,"CHEMBL24563"
12161,"CHEMBL2228457"
12170,"CHEMBL444290"
12181,"CHEMBL447266"
12187,"CHEMBL2270128"
12189,"CHEMBL153062"
12189,"CHEMBL1797943"
12189,"CHEMBL194034"
12189,"CHEMBL454290"
12190,"CHEMBL26215"
12194,"CHEMBL1409747"
12195,"CHEMBL2228456"
12216,"CHEMBL108687"
12218,"CHEMBL195215"
12239,"CHEMBL501930"
12240,"CHEMBL3307202"
12253,"CHEMBL273459"
12255,"CHEMBL2140472"
12256,"CHEMBL2228455"
12266,"CHEMBL508622"
12285,"CHEMBL447464"
12296,"CHEMBL71260"
12297,"CHEMBL69018"
12309,"CHEMBL2230198"
12312,"CHEMBL14085"
12313,"CHEMBL1422108"
12315,"CHEMBL3182794"
12317,"CHEMBL3187323"
12319,"CHEMBL2260717"
12320,"CHEMBL3181956"
12321,"CHEMBL2228454"
12324,"CHEMBL2270391"
12329,"CHEMBL153339"
12358,"CHEMBL461628"
12363,"CHEMBL1086773"
12377,"CHEMBL1814589"
12378,"CHEMBL14568"
12382,"CHEMBL3183048"
